"subject" "activity" "measurement" "mean_of_means"
"4318" "29" "WALKING_DOWNSTAIRS" "fBodyGyro.mean...Y" -0.463125032083333
"4319" "29" "WALKING_DOWNSTAIRS" "fBodyGyro.mean...Z" -0.199225894479167
"4320" "29" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." 0.115973968158333
"4321" "29" "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag.mean.." 0.000448896304791667
"4322" "29" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.381459881875
"4323" "29" "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag.mean.." -0.596578626041667
"4324" "29" "WALKING_UPSTAIRS" "tBodyAcc.mean...X" 0.265423066877551
"4325" "29" "WALKING_UPSTAIRS" "tBodyAcc.mean...Y" -0.0299465312326531
"4326" "29" "WALKING_UPSTAIRS" "tBodyAcc.mean...Z" -0.118000587840816
"4327" "29" "WALKING_UPSTAIRS" "tGravityAcc.mean...X" 0.929258953877551
"4328" "29" "WALKING_UPSTAIRS" "tGravityAcc.mean...Y" -0.227120125306122
"4329" "29" "WALKING_UPSTAIRS" "tGravityAcc.mean...Z" 0.0443786011771429
"4330" "29" "WALKING_UPSTAIRS" "tBodyAccJerk.mean...X" 0.106345193353878
"4331" "29" "WALKING_UPSTAIRS" "tBodyAccJerk.mean...Y" -0.000689019191836735
"4332" "29" "WALKING_UPSTAIRS" "tBodyAccJerk.mean...Z" -0.0290713871612245
"4333" "29" "WALKING_UPSTAIRS" "tBodyGyro.mean...X" 0.0931989463020408
"4334" "29" "WALKING_UPSTAIRS" "tBodyGyro.mean...Y" -0.152328112210204
"4335" "29" "WALKING_UPSTAIRS" "tBodyGyro.mean...Z" 0.0854318123467347
"4336" "29" "WALKING_UPSTAIRS" "tBodyGyroJerk.mean...X" -0.130429072653061
"4337" "29" "WALKING_UPSTAIRS" "tBodyGyroJerk.mean...Y" -0.0511035119816327
"4338" "29" "WALKING_UPSTAIRS" "tBodyGyroJerk.mean...Z" -0.0680938780306122
"4339" "29" "WALKING_UPSTAIRS" "tBodyAccMag.mean.." 0.00834360271428571
"4340" "29" "WALKING_UPSTAIRS" "tGravityAccMag.mean.." 0.00834360271428571
"4341" "29" "WALKING_UPSTAIRS" "tBodyAccJerkMag.mean.." -0.344324833061224
"4342" "29" "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." 0.0439627677608163
"4343" "29" "WALKING_UPSTAIRS" "tBodyGyroJerkMag.mean.." -0.617340803061225
"4344" "29" "WALKING_UPSTAIRS" "fBodyAcc.mean...X" -0.109793480008163
"4345" "29" "WALKING_UPSTAIRS" "fBodyAcc.mean...Y" -0.196011503540816
"4346" "29" "WALKING_UPSTAIRS" "fBodyAcc.mean...Z" -0.320487882857143
"4347" "29" "WALKING_UPSTAIRS" "fBodyAccJerk.mean...X" -0.225067771046939
"4348" "29" "WALKING_UPSTAIRS" "fBodyAccJerk.mean...Y" -0.408886605510204
"4349" "29" "WALKING_UPSTAIRS" "fBodyAccJerk.mean...Z" -0.646198587755102
"4350" "29" "WALKING_UPSTAIRS" "fBodyGyro.mean...X" -0.260519290404082
"4351" "29" "WALKING_UPSTAIRS" "fBodyGyro.mean...Y" -0.39404534122449
"4352" "29" "WALKING_UPSTAIRS" "fBodyGyro.mean...Z" -0.34170013244898
"4353" "29" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.108306402963265
"4354" "29" "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag.mean.." -0.239108046693878
"4355" "29" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.357213897032653
"4356" "29" "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag.mean.." -0.697454553061225
"4357" "3" "LAYING" "tBodyAcc.mean...X" 0.275516852741935
"4358" "3" "LAYING" "tBodyAcc.mean...Y" -0.0189556785048387
"4359" "3" "LAYING" "tBodyAcc.mean...Z" -0.101300477506452
"4360" "3" "LAYING" "tGravityAcc.mean...X" -0.241758478064516
"4361" "3" "LAYING" "tGravityAcc.mean...Y" 0.837032099677419
"4362" "3" "LAYING" "tGravityAcc.mean...Z" 0.48870318516129
"4363" "3" "LAYING" "tBodyAccJerk.mean...X" 0.0769811125806452
"4364" "3" "LAYING" "tBodyAccJerk.mean...Y" 0.0138041011306452
"4365" "3" "LAYING" "tBodyAccJerk.mean...Z" -0.00435625874355645
"4366" "3" "LAYING" "tBodyGyro.mean...X" -0.0208170540330645
"4367" "3" "LAYING" "tBodyGyro.mean...Y" -0.0718507159435484
"4368" "3" "LAYING" "tBodyGyro.mean...Z" 0.137999561112903
"4369" "3" "LAYING" "tBodyGyroJerk.mean...X" -0.10004449883871
"4370" "3" "LAYING" "tBodyGyroJerk.mean...Y" -0.0389771765322581
"4371" "3" "LAYING" "tBodyGyroJerk.mean...Z" -0.06873387
"4372" "3" "LAYING" "tBodyAccMag.mean.." -0.972791346129032
"4373" "3" "LAYING" "tGravityAccMag.mean.." -0.972791346129032
"4374" "3" "LAYING" "tBodyAccJerkMag.mean.." -0.979484593387097
"4375" "3" "LAYING" "tBodyGyroMag.mean.." -0.951564751451613
"4376" "3" "LAYING" "tBodyGyroJerkMag.mean.." -0.98671362516129
"4377" "3" "LAYING" "fBodyAcc.mean...X" -0.980665609032258
"4378" "3" "LAYING" "fBodyAcc.mean...Y" -0.961169982903226
"4379" "3" "LAYING" "fBodyAcc.mean...Z" -0.968332141612903
"4380" "3" "LAYING" "fBodyAccJerk.mean...X" -0.980513202258064
"4381" "3" "LAYING" "fBodyAccJerk.mean...Y" -0.968752113709677
"4382" "3" "LAYING" "fBodyAccJerk.mean...Z" -0.979122344354839
"4383" "3" "LAYING" "fBodyGyro.mean...X" -0.970167262903226
"4384" "3" "LAYING" "fBodyGyro.mean...Y" -0.978099682258065
"4385" "3" "LAYING" "fBodyGyro.mean...Z" -0.962341960806452
"4386" "3" "LAYING" "fBodyAccMag.mean.." -0.96552427516129
"4387" "3" "LAYING" "fBodyBodyAccJerkMag.mean.." -0.975949597903226
"4388" "3" "LAYING" "fBodyBodyGyroMag.mean.." -0.96458672483871
"4389" "3" "LAYING" "fBodyBodyGyroJerkMag.mean.." -0.984278251290323
"4390" "3" "SITTING" "tBodyAcc.mean...X" 0.257197599134615
"4391" "3" "SITTING" "tBodyAcc.mean...Y" -0.00350299841730769
"4392" "3" "SITTING" "tBodyAcc.mean...Z" -0.0983579203269231
"4393" "3" "SITTING" "tGravityAcc.mean...X" 0.901098984615385
"4394" "3" "SITTING" "tGravityAcc.mean...Y" 0.127303379245962
"4395" "3" "SITTING" "tGravityAcc.mean...Z" 0.139020582461538
"4396" "3" "SITTING" "tBodyAccJerk.mean...X" 0.0726098418653846
"4397" "3" "SITTING" "tBodyAccJerk.mean...Y" 0.00272529134230769
"4398" "3" "SITTING" "tBodyAccJerk.mean...Z" -0.00423348373557692
"4399" "3" "SITTING" "tBodyGyro.mean...X" -0.0385365204807692
"4400" "3" "SITTING" "tBodyGyro.mean...Y" -0.07524100275
"4401" "3" "SITTING" "tBodyGyro.mean...Z" 0.0940113975530769
"4402" "3" "SITTING" "tBodyGyroJerk.mean...X" -0.103605889057692
"4403" "3" "SITTING" "tBodyGyroJerk.mean...Y" -0.0360909881807692
"4404" "3" "SITTING" "tBodyGyroJerk.mean...Z" -0.0590079966686538
"4405" "3" "SITTING" "tBodyAccMag.mean.." -0.895383350192308
"4406" "3" "SITTING" "tGravityAccMag.mean.." -0.895383350192308
"4407" "3" "SITTING" "tBodyAccJerkMag.mean.." -0.969080752884615
"4408" "3" "SITTING" "tBodyGyroMag.mean.." -0.919354372307692
"4409" "3" "SITTING" "tBodyGyroJerkMag.mean.." -0.977998051923077
"4410" "3" "SITTING" "fBodyAcc.mean...X" -0.970154440961538
"4411" "3" "SITTING" "fBodyAcc.mean...Y" -0.891907751346154
"4412" "3" "SITTING" "fBodyAcc.mean...Z" -0.917987925384615
"4413" "3" "SITTING" "fBodyAccJerk.mean...X" -0.974950363461538
"4414" "3" "SITTING" "fBodyAccJerk.mean...Y" -0.954170151346154
"4415" "3" "SITTING" "fBodyAccJerk.mean...Z" -0.970845669423077
"4416" "3" "SITTING" "fBodyGyro.mean...X" -0.957550637692308
"4417" "3" "SITTING" "fBodyGyro.mean...Y" -0.95617355
"4418" "3" "SITTING" "fBodyGyro.mean...Z" -0.934967958846154
"4419" "3" "SITTING" "fBodyAccMag.mean.." -0.904185725576923
"4420" "3" "SITTING" "fBodyBodyAccJerkMag.mean.." -0.965888891730769
"4421" "3" "SITTING" "fBodyBodyGyroMag.mean.." -0.946664943653846
"4422" "3" "SITTING" "fBodyBodyGyroJerkMag.mean.." -0.977898105576923
"4423" "3" "STANDING" "tBodyAcc.mean...X" 0.280046513278689
"4424" "3" "STANDING" "tBodyAcc.mean...Y" -0.0143376555065574
"4425" "3" "STANDING" "tBodyAcc.mean...Z" -0.101621722633148
"4426" "3" "STANDING" "tGravityAcc.mean...X" 0.93503077852459
"4427" "3" "STANDING" "tGravityAcc.mean...Y" -0.301735130327869
"4428" "3" "STANDING" "tGravityAcc.mean...Z" 0.024763106752459
"4429" "3" "STANDING" "tBodyAccJerk.mean...X" 0.0750900622277049
"4430" "3" "STANDING" "tBodyAccJerk.mean...Y" 0.00771663644590164
"4431" "3" "STANDING" "tBodyAccJerk.mean...Z" -0.00807177934114754
"4432" "3" "STANDING" "tBodyGyro.mean...X" -0.0246626070770492
"4433" "3" "STANDING" "tBodyGyro.mean...Y" -0.0585101918262295
"4434" "3" "STANDING" "tBodyGyro.mean...Z" 0.0665262054098361
"4435" "3" "STANDING" "tBodyGyroJerk.mean...X" -0.0994602620655738
"4436" "3" "STANDING" "tBodyGyroJerk.mean...Y" -0.0472415819016393
"4437" "3" "STANDING" "tBodyGyroJerk.mean...Z" -0.0416832156688525
"4438" "3" "STANDING" "tBodyAccMag.mean.." -0.925430819016393
"4439" "3" "STANDING" "tGravityAccMag.mean.." -0.925430819016393
"4440" "3" "STANDING" "tBodyAccJerkMag.mean.." -0.959303840327869
"4441" "3" "STANDING" "tBodyGyroMag.mean.." -0.892089349344262
"4442" "3" "STANDING" "tBodyGyroJerkMag.mean.." -0.962339339672131
"4443" "3" "STANDING" "fBodyAcc.mean...X" -0.960123409508197
"4444" "3" "STANDING" "fBodyAcc.mean...Y" -0.908075353770492
"4445" "3" "STANDING" "fBodyAcc.mean...Z" -0.939507735245902
"4446" "3" "STANDING" "fBodyAccJerk.mean...X" -0.957666856721311
"4447" "3" "STANDING" "fBodyAccJerk.mean...Y" -0.943497973606557
"4448" "3" "STANDING" "fBodyAccJerk.mean...Z" -0.969174903442623
"4449" "3" "STANDING" "fBodyGyro.mean...X" -0.901282267540984
"4450" "3" "STANDING" "fBodyGyro.mean...Y" -0.937711157213115
"4451" "3" "STANDING" "fBodyGyro.mean...Z" -0.916172537704918
"4452" "3" "STANDING" "fBodyAccMag.mean.." -0.926968932295082
"4453" "3" "STANDING" "fBodyBodyAccJerkMag.mean.." -0.948627467704918
"4454" "3" "STANDING" "fBodyBodyGyroMag.mean.." -0.913682362622951
"4455" "3" "STANDING" "fBodyBodyGyroJerkMag.mean.." -0.960331717868852
"4456" "3" "WALKING" "tBodyAcc.mean...X" 0.275567462068966
"4457" "3" "WALKING" "tBodyAcc.mean...Y" -0.0171767844203448
"4458" "3" "WALKING" "tBodyAcc.mean...Z" -0.112674859827586
"4459" "3" "WALKING" "tGravityAcc.mean...X" 0.936506743275862
"4460" "3" "WALKING" "tGravityAcc.mean...Y" -0.261986357931034
"4461" "3" "WALKING" "tGravityAcc.mean...Z" -0.138107866258621
"4462" "3" "WALKING" "tBodyAccJerk.mean...X" 0.0814745882660345
"4463" "3" "WALKING" "tBodyAccJerk.mean...Y" 0.0100591485
"4464" "3" "WALKING" "tBodyAccJerk.mean...Z" -0.00562264594827586
"4465" "3" "WALKING" "tBodyGyro.mean...X" -0.0256405192517241
"4466" "3" "WALKING" "tBodyGyro.mean...Y" -0.0779150937413793
"4467" "3" "WALKING" "tBodyGyro.mean...Z" 0.0813485942827586
"4468" "3" "WALKING" "tBodyGyroJerk.mean...X" -0.0952398165017241
"4469" "3" "WALKING" "tBodyGyroJerk.mean...Y" -0.0387874651724138
"4470" "3" "WALKING" "tBodyGyroJerk.mean...Z" -0.0503616100815517
"4471" "3" "WALKING" "tBodyAccMag.mean.." -0.254690333275862
"4472" "3" "WALKING" "tGravityAccMag.mean.." -0.254690333275862
"4473" "3" "WALKING" "tBodyAccJerkMag.mean.." -0.280009317413793
"4474" "3" "WALKING" "tBodyGyroMag.mean.." -0.466411754137931
"4475" "3" "WALKING" "tBodyGyroJerkMag.mean.." -0.566135217931034
"4476" "3" "WALKING" "fBodyAcc.mean...X" -0.316614011689655
"4477" "3" "WALKING" "fBodyAcc.mean...Y" -0.0813024353275862
"4478" "3" "WALKING" "fBodyAcc.mean...Z" -0.412374074482759
"4479" "3" "WALKING" "fBodyAccJerk.mean...X" -0.304694442551724
"4480" "3" "WALKING" "fBodyAccJerk.mean...Y" -0.140508590224138
"4481" "3" "WALKING" "fBodyAccJerk.mean...Z" -0.514137255344828
"4482" "3" "WALKING" "fBodyGyro.mean...X" -0.437845763793103
"4483" "3" "WALKING" "fBodyGyro.mean...Y" -0.561526265344828
"4484" "3" "WALKING" "fBodyGyro.mean...Z" -0.418126217413793
"4485" "3" "WALKING" "fBodyAccMag.mean.." -0.290031535172414
"4486" "3" "WALKING" "fBodyBodyAccJerkMag.mean.." -0.186764516965517
"4487" "3" "WALKING" "fBodyBodyGyroMag.mean.." -0.569755772241379
"4488" "3" "WALKING" "fBodyBodyGyroJerkMag.mean.." -0.607751646034483
"4489" "3" "WALKING_DOWNSTAIRS" "tBodyAcc.mean...X" 0.292423484693878
"4490" "3" "WALKING_DOWNSTAIRS" "tBodyAcc.mean...Y" -0.0193554079328571
"4491" "3" "WALKING_DOWNSTAIRS" "tBodyAcc.mean...Z" -0.116139842908163
"4492" "3" "WALKING_DOWNSTAIRS" "tGravityAcc.mean...X" 0.939057787755102
"4493" "3" "WALKING_DOWNSTAIRS" "tGravityAcc.mean...Y" -0.228829214285714
"4494" "3" "WALKING_DOWNSTAIRS" "tGravityAcc.mean...Z" -0.102352758040816
"4495" "3" "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean...X" 0.0725689294489796
"4496" "3" "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean...Y" 0.0109707769183673
"4497" "3" "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean...Z" -0.00202727978142857
"4498" "3" "WALKING_DOWNSTAIRS" "tBodyGyro.mean...X" -0.13157327645102
"4499" "3" "WALKING_DOWNSTAIRS" "tBodyGyro.mean...Y" -0.0139358043959184
"4500" "3" "WALKING_DOWNSTAIRS" "tBodyGyro.mean...Z" 0.123826738353061
"4501" "3" "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean...X" -0.0778701650285714
"4502" "3" "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean...Y" -0.0391567930959184
"4503" "3" "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean...Z" -0.0416193131122449
"4504" "3" "WALKING_DOWNSTAIRS" "tBodyAccMag.mean.." -0.0628126118283674
"4505" "3" "WALKING_DOWNSTAIRS" "tGravityAccMag.mean.." -0.0628126118283674
"4506" "3" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.mean.." -0.205239246653061
"4507" "3" "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." -0.215294501244898
"4508" "3" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.mean.." -0.508567577142857
"4509" "3" "WALKING_DOWNSTAIRS" "fBodyAcc.mean...X" -0.0421706943244898
"4510" "3" "WALKING_DOWNSTAIRS" "fBodyAcc.mean...Y" -0.00770048300204082
"4511" "3" "WALKING_DOWNSTAIRS" "fBodyAcc.mean...Z" -0.404452414285714
"4512" "3" "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean...X" -0.0906707125102041
"4513" "3" "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean...Y" -0.135938542632653
"4514" "3" "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean...Z" -0.529059450612245
"4515" "3" "WALKING_DOWNSTAIRS" "fBodyGyro.mean...X" -0.129066574295918
"4516" "3" "WALKING_DOWNSTAIRS" "fBodyGyro.mean...Y" -0.542694164081633
"4517" "3" "WALKING_DOWNSTAIRS" "fBodyGyro.mean...Z" -0.302866461179592
"4518" "3" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." 0.0289413195612245
"4519" "3" "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag.mean.." -0.049477977322449
"4520" "3" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.332376629371429
"4521" "3" "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag.mean.." -0.576277199387755
"4522" "3" "WALKING_UPSTAIRS" "tBodyAcc.mean...X" 0.260819873067797
"4523" "3" "WALKING_UPSTAIRS" "tBodyAcc.mean...Y" -0.0324109410555932
"4524" "3" "WALKING_UPSTAIRS" "tBodyAcc.mean...Z" -0.110064863437288
"4525" "3" "WALKING_UPSTAIRS" "tGravityAcc.mean...X" 0.883533436101695
"4526" "3" "WALKING_UPSTAIRS" "tGravityAcc.mean...Y" -0.382851153728814
"4527" "3" "WALKING_UPSTAIRS" "tGravityAcc.mean...Z" -0.162943955254237
"4528" "3" "WALKING_UPSTAIRS" "tBodyAccJerk.mean...X" 0.0426880986186441
"4529" "3" "WALKING_UPSTAIRS" "tBodyAccJerk.mean...Y" 0.0397249270484746
"4530" "3" "WALKING_UPSTAIRS" "tBodyAccJerk.mean...Z" 0.0208205538101695
"4531" "3" "WALKING_UPSTAIRS" "tBodyGyro.mean...X" 0.0721980309322034
"4532" "3" "WALKING_UPSTAIRS" "tBodyGyro.mean...Y" -0.139275405637288
"4533" "3" "WALKING_UPSTAIRS" "tBodyGyro.mean...Z" 0.0215603697
"4534" "3" "WALKING_UPSTAIRS" "tBodyGyroJerk.mean...X" -0.115510569491525
"4535" "3" "WALKING_UPSTAIRS" "tBodyGyroJerk.mean...Y" -0.0400372510491525
"4536" "3" "WALKING_UPSTAIRS" "tBodyGyroJerk.mean...Z" -0.0498180874305085
"4537" "3" "WALKING_UPSTAIRS" "tBodyAccMag.mean.." -0.184014895
"4538" "3" "WALKING_UPSTAIRS" "tGravityAccMag.mean.." -0.184014895
"4539" "3" "WALKING_UPSTAIRS" "tBodyAccJerkMag.mean.." -0.436901159491525
"4540" "3" "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." -0.347321812220339
"4541" "3" "WALKING_UPSTAIRS" "tBodyGyroJerkMag.mean.." -0.658861401355932
"4542" "3" "WALKING_UPSTAIRS" "fBodyAcc.mean...X" -0.392004211474576
"4543" "3" "WALKING_UPSTAIRS" "fBodyAcc.mean...Y" -0.0788094156644068
"4544" "3" "WALKING_UPSTAIRS" "fBodyAcc.mean...Z" -0.504494528474576
"4545" "3" "WALKING_UPSTAIRS" "fBodyAccJerk.mean...X" -0.478434306271186
"4546" "3" "WALKING_UPSTAIRS" "fBodyAccJerk.mean...Y" -0.283772547471017
"4547" "3" "WALKING_UPSTAIRS" "fBodyAccJerk.mean...Z" -0.677314534067797
"4548" "3" "WALKING_UPSTAIRS" "fBodyGyro.mean...X" -0.378216681762712
"4549" "3" "WALKING_UPSTAIRS" "fBodyGyro.mean...Y" -0.637293508305085
"4550" "3" "WALKING_UPSTAIRS" "fBodyGyro.mean...Z" -0.431503361525424
"4551" "3" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.315866079491525
"4552" "3" "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag.mean.." -0.412920898474576
"4553" "3" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.514211583728814
"4554" "3" "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag.mean.." -0.716877778644068
"4555" "30" "LAYING" "tBodyAcc.mean...X" 0.281033900571429
"4556" "30" "LAYING" "tBodyAcc.mean...Y" -0.0194494098614286
"4557" "30" "LAYING" "tBodyAcc.mean...Z" -0.1036581505
"4558" "30" "LAYING" "tGravityAcc.mean...X" -0.344737755285714
"4559" "30" "LAYING" "tGravityAcc.mean...Y" 0.732661247714286
"4560" "30" "LAYING" "tGravityAcc.mean...Z" 0.681459210714286
"4561" "30" "LAYING" "tBodyAccJerk.mean...X" 0.0752196666428571
"4562" "30" "LAYING" "tBodyAccJerk.mean...Y" 0.0107680190087143
"4563" "30" "LAYING" "tBodyAccJerk.mean...Z" -0.000374189681428571
"4564" "30" "LAYING" "tBodyGyro.mean...X" -0.0267812218571429
"4565" "30" "LAYING" "tBodyGyro.mean...Y" -0.0761476351714286
"4566" "30" "LAYING" "tBodyGyro.mean...Z" 0.0938472163142857
"4567" "30" "LAYING" "tBodyGyroJerk.mean...X" -0.102277358585714
"4568" "30" "LAYING" "tBodyGyroJerk.mean...Y" -0.0384875867528571
"4569" "30" "LAYING" "tBodyGyroJerk.mean...Z" -0.0595736770285714
"4570" "30" "LAYING" "tBodyAccMag.mean.." -0.969829984285714
"4571" "30" "LAYING" "tGravityAccMag.mean.." -0.969829984285714
"4572" "30" "LAYING" "tBodyAccJerkMag.mean.." -0.97923282
"4573" "30" "LAYING" "tBodyGyroMag.mean.." -0.962284921142857
"4574" "30" "LAYING" "tBodyGyroJerkMag.mean.." -0.985086413428571
"4575" "30" "LAYING" "fBodyAcc.mean...X" -0.974789999285714
"4576" "30" "LAYING" "fBodyAcc.mean...Y" -0.959974274571429
"4577" "30" "LAYING" "fBodyAcc.mean...Z" -0.970321991714286
"4578" "30" "LAYING" "fBodyAccJerk.mean...X" -0.976887901571429
"4579" "30" "LAYING" "fBodyAccJerk.mean...Y" -0.971696279857143
"4580" "30" "LAYING" "fBodyAccJerk.mean...Z" -0.975632420428571
"4581" "30" "LAYING" "fBodyGyro.mean...X" -0.971789052714286
"4582" "30" "LAYING" "fBodyGyro.mean...Y" -0.968170332428571
"4583" "30" "LAYING" "fBodyGyro.mean...Z" -0.967577361142857
"4584" "30" "LAYING" "fBodyAccMag.mean.." -0.962840820428571
"4585" "30" "LAYING" "fBodyBodyAccJerkMag.mean.." -0.969949269571429
"4586" "30" "LAYING" "fBodyBodyGyroMag.mean.." -0.962001199
"4587" "30" "LAYING" "fBodyBodyGyroJerkMag.mean.." -0.977821335571429
"4588" "30" "SITTING" "tBodyAcc.mean...X" 0.268336081379032
"4589" "30" "SITTING" "tBodyAcc.mean...Y" -0.00804731295322581
"4590" "30" "SITTING" "tBodyAcc.mean...Z" -0.099515446133871
"4591" "30" "SITTING" "tGravityAcc.mean...X" 0.825473836935484
"4592" "30" "SITTING" "tGravityAcc.mean...Y" 0.114588392624871
"4593" "30" "SITTING" "tGravityAcc.mean...Z" 0.34476602
"4594" "30" "SITTING" "tBodyAccJerk.mean...X" 0.0760057731790323
"4595" "30" "SITTING" "tBodyAccJerk.mean...Y" 0.00975692523887097
"4596" "30" "SITTING" "tBodyAccJerk.mean...Z" -0.00278161828080645
"4597" "30" "SITTING" "tBodyGyro.mean...X" -0.0358426482048387
"4598" "30" "SITTING" "tBodyGyro.mean...Y" -0.074353558416129
"4599" "30" "SITTING" "tBodyGyro.mean...Z" 0.0702002598387097
"4600" "30" "SITTING" "tBodyGyroJerk.mean...X" -0.095270767516129
"4601" "30" "SITTING" "tBodyGyroJerk.mean...Y" -0.0407930587264516
"4602" "30" "SITTING" "tBodyGyroJerk.mean...Z" -0.0488204595806452
"4603" "30" "SITTING" "tBodyAccMag.mean.." -0.957487221451613
"4604" "30" "SITTING" "tGravityAccMag.mean.." -0.957487221451613
"4605" "30" "SITTING" "tBodyAccJerkMag.mean.." -0.987799055645161
"4606" "30" "SITTING" "tBodyGyroMag.mean.." -0.955847323870968
"4607" "30" "SITTING" "tBodyGyroJerkMag.mean.." -0.993737388225806
"4608" "30" "SITTING" "fBodyAcc.mean...X" -0.985008785
"4609" "30" "SITTING" "fBodyAcc.mean...Y" -0.954076042258065
"4610" "30" "SITTING" "fBodyAcc.mean...Z" -0.966274090645161
"4611" "30" "SITTING" "fBodyAccJerk.mean...X" -0.988775436451613
"4612" "30" "SITTING" "fBodyAccJerk.mean...Y" -0.980405717258064
"4613" "30" "SITTING" "fBodyAccJerk.mean...Z" -0.985978315322581
"4614" "30" "SITTING" "fBodyGyro.mean...X" -0.987034626451613
"4615" "30" "SITTING" "fBodyGyro.mean...Y" -0.982005883387097
"4616" "30" "SITTING" "fBodyGyro.mean...Z" -0.961177109516129
"4617" "30" "SITTING" "fBodyAccMag.mean.." -0.959923388064516
"4618" "30" "SITTING" "fBodyBodyAccJerkMag.mean.." -0.985826330967742
"4619" "30" "SITTING" "fBodyBodyGyroMag.mean.." -0.973876282903226
"4620" "30" "SITTING" "fBodyBodyGyroJerkMag.mean.." -0.991750682096774
"4621" "30" "STANDING" "tBodyAcc.mean...X" 0.277112699152542
"4622" "30" "STANDING" "tBodyAcc.mean...Y" -0.0170163887813559
"4623" "30" "STANDING" "tBodyAcc.mean...Z" -0.108756209835593
"4624" "30" "STANDING" "tGravityAcc.mean...X" 0.968556705084746
"4625" "30" "STANDING" "tGravityAcc.mean...Y" -0.100296804186441
"4626" "30" "STANDING" "tGravityAcc.mean...Z" 0.0243044362542373
"4627" "30" "STANDING" "tBodyAccJerk.mean...X" 0.0752414472033898
"4628" "30" "STANDING" "tBodyAccJerk.mean...Y" 0.0120860416340678
"4629" "30" "STANDING" "tBodyAccJerk.mean...Z" 0.00190841458130508
"4630" "30" "STANDING" "tBodyGyro.mean...X" -0.027613853538983
"4631" "30" "STANDING" "tBodyGyro.mean...Y" -0.0670334379830509
"4632" "30" "STANDING" "tBodyGyro.mean...Z" 0.0802514754237288
"4633" "30" "STANDING" "tBodyGyroJerk.mean...X" -0.0997160228220339
"4634" "30" "STANDING" "tBodyGyroJerk.mean...Y" -0.0437759700423729
"4635" "30" "STANDING" "tBodyGyroJerk.mean...Z" -0.0520307176474576
"4636" "30" "STANDING" "tBodyAccMag.mean.." -0.930573574915254
"4637" "30" "STANDING" "tGravityAccMag.mean.." -0.930573574915254
"4638" "30" "STANDING" "tBodyAccJerkMag.mean.." -0.971225190169491
"4639" "30" "STANDING" "tBodyGyroMag.mean.." -0.913890564915254
"4640" "30" "STANDING" "tBodyGyroJerkMag.mean.." -0.972995273898305
"4641" "30" "STANDING" "fBodyAcc.mean...X" -0.972014050847458
"4642" "30" "STANDING" "fBodyAcc.mean...Y" -0.919475121186441
"4643" "30" "STANDING" "fBodyAcc.mean...Z" -0.938089774915254
"4644" "30" "STANDING" "fBodyAccJerk.mean...X" -0.967857589322034
"4645" "30" "STANDING" "fBodyAccJerk.mean...Y" -0.957434887457627
"4646" "30" "STANDING" "fBodyAccJerk.mean...Z" -0.962892627966102
"4647" "30" "STANDING" "fBodyGyro.mean...X" -0.915742855084746
"4648" "30" "STANDING" "fBodyGyro.mean...Y" -0.945628836949153
"4649" "30" "STANDING" "fBodyGyro.mean...Z" -0.937798124576271
"4650" "30" "STANDING" "fBodyAccMag.mean.." -0.932047450677966
"4651" "30" "STANDING" "fBodyBodyAccJerkMag.mean.." -0.953357615932203
"4652" "30" "STANDING" "fBodyBodyGyroMag.mean.." -0.917449417288136
"4653" "30" "STANDING" "fBodyBodyGyroJerkMag.mean.." -0.959242165084746
"4654" "30" "WALKING" "tBodyAcc.mean...X" 0.276406758
"4655" "30" "WALKING" "tBodyAcc.mean...Y" -0.0175880385730769
"4656" "30" "WALKING" "tBodyAcc.mean...Z" -0.0986247068969231
